"","year","Country","YearlyMean"
"188",1750,"Poland",8.34481818181818
"189",1750,"Romania",9.41854545454545
"190",1750,"Saint Pierre And Miquelon",4.51827272727273
"191",1750,"San Marino",14.3014545454545
"192",1750,"Serbia",10.6323636363636
"193",1750,"Slovakia",8.28463636363636
"194",1750,"Slovenia",10.3681818181818
"195",1750,"Spain",14.1206363636364
"196",1750,"Sweden",3.51709090909091
"197",1750,"Switzerland",7.73809090909091
"198",1750,"Ukraine",8.39081818181818
"199",1750,"United Kingdom",9.14418181818182
"200",1750,"United Kingdom (Europe)",9.355
"201",1751,"Åland",5.397375
"202",1751,"Albania",13.57325
"203",1751,"Andorra",12.197
"204",1751,"Austria",7.185
"205",1751,"Belarus",6.6895
"206",1751,"Belgium",10.146625
"207",1751,"Bosnia And Herzegovina",11.419375
"208",1751,"Bulgaria",11.472875
"209",1751,"Croatia",12.386625
"210",1751,"Czech Republic",8.548125
"211",1751,"Denmark (Europe)",8.1675
"212",1751,"Estonia",5.46325
"213",1751,"Europe",8.684375
"214",1751,"Faroe Islands",6.643875
"215",1751,"Finland",2.083
"216",1751,"France",13.42825
"217",1751,"France (Europe)",11.231125
"218",1751,"Germany",8.93425
"219",1751,"Greece",15.686375
"220",1751,"Guernsey",11.052625
"221",1751,"Hungary",10.820875
"222",1751,"Iceland",2.022375
"223",1751,"Ireland",9.798125
"224",1751,"Isle Of Man",9.32475
"225",1751,"Italy",13.6155
"226",1751,"Jersey",11.052625
"227",1751,"Latvia",6.07375
"228",1751,"Liechtenstein",5.544
"229",1751,"Lithuania",6.599625
"230",1751,"Luxembourg",9.896125
"231",1751,"Macedonia",11.53
"232",1751,"Moldova",10.015
"233",1751,"Monaco",10.121625
"234",1751,"Montenegro",11.312875
"235",1751,"Netherlands",9.959625
"236",1751,"Netherlands (Europe)",9.57875
"237",1751,"Norway",0.77575
"238",1751,"Poland",8.283625
"239",1751,"Romania",9.793875
"240",1751,"Saint Pierre And Miquelon",4.8915
"241",1751,"San Marino",14.43775
"242",1751,"Serbia",11.092625
"243",1751,"Slovakia",8.435125
"244",1751,"Slovenia",10.698375
"245",1751,"Spain",14.710375
"246",1751,"Sweden",3.102875
"247",1751,"Switzerland",7.92375
"248",1751,"Ukraine",8.709625
"249",1751,"United Kingdom",8.831875
"250",1751,"United Kingdom (Europe)",9.02625
"251",1752,"Åland",1.625
"252",1752,"Albania",8.23983333333333
"253",1752,"Andorra",7.41866666666667
"254",1752,"Austria",1.8215
"255",1752,"Belarus",0.538833333333333
"256",1752,"Belgium",6.06066666666667
"257",1752,"Bosnia And Herzegovina",5.92533333333333
"258",1752,"Bulgaria",5.6285
"259",1752,"Croatia",6.75983333333333
"260",1752,"Czech Republic",3.23416666666667
"261",1752,"Denmark (Europe)",4.38383333333333
"262",1752,"Estonia",-0.156333333333334
"263",1752,"Europe",3.39566666666667
"264",1752,"Faroe Islands",5.2745
"265",1752,"Finland",-4.39683333333333
"266",1752,"France",9.86433333333333
"267",1752,"France (Europe)",6.85383333333333
"268",1752,"Germany",4.24033333333333
"269",1752,"Greece",10.4145
"270",1752,"Guernsey",9.05516666666667
"271",1752,"Hungary",4.786
"272",1752,"Iceland",-1.65516666666667
"273",1752,"Ireland",7.20383333333333
"274",1752,"Isle Of Man",7.75916666666667
"275",1752,"Italy",8.75016666666667
"276",1752,"Jersey",9.05516666666667
"277",1752,"Latvia",0.3015
"278",1752,"Liechtenstein",0.527166666666666
"279",1752,"Lithuania",1.1055
"280",1752,"Luxembourg",5.54833333333333
"281",1752,"Macedonia",5.43066666666667
"282",1752,"Moldova",3.36133333333333
"283",1752,"Monaco",4.795
"284",1752,"Montenegro",5.47116666666667
"285",1752,"Netherlands",6.43183333333333
"286",1752,"Netherlands (Europe)",5.9875
"287",1752,"Norway",-4.325
"288",1752,"Poland",2.85466666666667
"289",1752,"Romania",3.66883333333333
"290",1752,"Saint Pierre And Miquelon",-0.402666666666667
"291",1752,"San Marino",10.2983333333333
"292",1752,"Serbia",5.07183333333333
"293",1752,"Slovakia",2.94866666666667
"294",1752,"Slovenia",5.1455
"295",1752,"Spain",9.62116666666667
"296",1752,"Sweden",-2.60316666666667
"297",1752,"Switzerland",2.91633333333333
"298",1752,"Ukraine",1.98483333333333
"299",1752,"United Kingdom",6.25516666666667
"300",1752,"United Kingdom (Europe)",6.19433333333333
"301",1753,"Åland",5.11833333333333
"302",1753,"Albania",12.557
"303",1753,"Andorra",11.2345
"304",1753,"Austria",6.13891666666667
"305",1753,"Belarus",5.65175
"306",1753,"Belgium",9.45708333333333
"307",1753,"Bosnia And Herzegovina",10.3655833333333
"308",1753,"Bulgaria",10.3995
"309",1753,"Croatia",11.2875
"310",1753,"Czech Republic",7.49491666666667
"311",1753,"Denmark (Europe)",7.568
"312",1753,"Estonia",4.6585
"313",1753,"Europe",7.73625
"314",1753,"Faroe Islands",6.49958333333333
"315",1753,"Finland",1.12116666666667
"316",1753,"France",12.7718333333333
"317",1753,"France (Europe)",10.43
"318",1753,"Germany",8.02916666666667
"319",1753,"Greece",14.7131666666667
"320",1753,"Guernsey",10.926
"321",1753,"Hungary",9.61875
"322",1753,"Iceland",1.3155
"323",1753,"Ireland",9.36908333333333
"324",1753,"Isle Of Man",9.30625
"325",1753,"Italy",12.7374166666667
"326",1753,"Jersey",10.926
"327",1753,"Latvia",5.13533333333333
"328",1753,"Liechtenstein",4.6125
"329",1753,"Lithuania",5.70916666666667
"330",1753,"Luxembourg",9.13775
"331",1753,"Macedonia",10.31125
"332",1753,"Malta",18.4743333333333
"333",1753,"Moldova",8.81283333333333
"334",1753,"Monaco",9.06558333333333
"335",1753,"Montenegro",10.1555
"336",1753,"Netherlands",9.44008333333333
"337",1753,"Netherlands (Europe)",9.04825
"338",1753,"Norway",-0.0538333333333333
"339",1753,"Poland",7.26283333333333
"340",1753,"Portugal",14.6823333333333
"341",1753,"Romania",8.65533333333333
"342",1753,"Saint Pierre And Miquelon",4.21583333333333
"343",1753,"San Marino",13.8161666666667
"344",1753,"Serbia",9.91016666666667
"345",1753,"Slovakia",7.39566666666667
"346",1753,"Slovenia",9.61116666666667
"347",1753,"Spain",13.6280833333333
"348",1753,"Sweden",2.19491666666667
"349",1753,"Switzerland",6.995
"350",1753,"Tunisia",19.96125
"351",1753,"Ukraine",7.52508333333333
"352",1753,"United Kingdom",8.42608333333333
"353",1753,"United Kingdom (Europe)",8.59308333333333
"354",1754,"Åland",5.11808333333333
"355",1754,"Albania",12.5481666666667
"356",1754,"Andorra",11.1161666666667
"357",1754,"Austria",5.90733333333333
"358",1754,"Belarus",5.69291666666667
"359",1754,"Belgium",9.13791666666667
"360",1754,"Bosnia And Herzegovina",10.2521666666667
"361",1754,"Bulgaria",10.45675
"362",1754,"Croatia",11.13025
"363",1754,"Czech Republic",7.28541666666667
"364",1754,"Denmark (Europe)",7.43308333333333
"365",1754,"Estonia",4.65391666666667
"366",1754,"Europe",7.70733333333333
"367",1754,"Faroe Islands",6.62175
"368",1754,"Finland",1.24391666666667
"369",1754,"France",12.66625
"370",1754,"France (Europe)",10.2355833333333
"371",1754,"Germany",7.75983333333333
"372",1754,"Greece",14.7948333333333
"373",1754,"Guernsey",10.7815833333333
"374",1754,"Hungary",9.50141666666667
"375",1754,"Iceland",1.55791666666667
"376",1754,"Ireland",9.35641666666667
"377",1754,"Isle Of Man",9.209
"378",1754,"Italy",12.56325
"379",1754,"Jersey",10.7815833333333
"380",1754,"Latvia",5.12341666666667
"381",1754,"Liechtenstein",4.32666666666667
"382",1754,"Lithuania",5.67716666666667
"383",1754,"Luxembourg",8.82758333333333
"384",1754,"Macedonia",10.3216666666667
"385",1754,"Malta",18.51275
"386",1754,"Moldova",8.88766666666667
"387",1754,"Monaco",8.81275
"388",1754,"Montenegro",10.1079166666667
"389",1754,"Netherlands",9.11183333333333
"390",1754,"Netherlands (Europe)",8.70591666666667
"391",1754,"Norway",0.0841666666666668
"392",1754,"Poland",7.148
"393",1754,"Portugal",14.7879166666667
"394",1754,"Romania",8.66983333333333
"395",1754,"Saint Pierre And Miquelon",4.618
"396",1754,"San Marino",13.60925
"397",1754,"Serbia",9.86275
"398",1754,"Slovakia",7.26916666666667
"399",1754,"Slovenia",9.40675
"400",1754,"Spain",13.6550833333333
"401",1754,"Sweden",2.27433333333333
"402",1754,"Switzerland",6.7115
"403",1754,"Tunisia",20.0383333333333
"404",1754,"Ukraine",7.63525
"405",1754,"United Kingdom",8.33883333333333
"406",1754,"United Kingdom (Europe)",8.47866666666667
"407",1755,"Åland",4.73283333333333
"408",1755,"Albania",12.3225833333333
"409",1755,"Andorra",10.8066666666667
"410",1755,"Austria",5.67191666666667
"411",1755,"Belarus",5.58016666666667
"412",1755,"Belgium",8.88558333333333
"413",1755,"Bosnia And Herzegovina",10.0379166666667
"414",1755,"Bulgaria",10.2441666666667
"415",1755,"Croatia",10.9145
"416",1755,"Czech Republic",7.06283333333333
"417",1755,"Denmark (Europe)",7.22233333333333
"418",1755,"Estonia",4.55375
"419",1755,"Europe",7.45891666666667
"420",1755,"Faroe Islands",6.26766666666667
"421",1755,"Finland",1.03325
"422",1755,"France",12.3435
"423",1755,"France (Europe)",9.91075
"424",1755,"Germany",7.52
"425",1755,"Greece",14.5553333333333
"426",1755,"Guernsey",10.4726666666667
"427",1755,"Hungary",9.299
"428",1755,"Iceland",1.20225
"429",1755,"Ireland",9.04966666666667
"430",1755,"Isle Of Man",8.92458333333333
"431",1755,"Italy",12.3298333333333
"432",1755,"Jersey",10.4726666666667
"433",1755,"Latvia",5.00366666666667
"434",1755,"Liechtenstein",4.05333333333333
"435",1755,"Lithuania",5.54075
"436",1755,"Luxembourg",8.54558333333333
"437",1755,"Macedonia",10.0994166666667
"438",1755,"Malta",18.25475
"439",1755,"Moldova",8.71358333333333
"440",1755,"Monaco",8.5545
"441",1755,"Montenegro",9.89008333333333
"442",1755,"Netherlands",8.92475
"443",1755,"Netherlands (Europe)",8.52166666666667
"444",1755,"Norway",-0.271916666666666
"445",1755,"Poland",6.96633333333333
"446",1755,"Portugal",14.4789166666667
"447",1755,"Romania",8.47808333333333
"448",1755,"Saint Pierre And Miquelon",1.9281
"449",1755,"San Marino",13.392
"450",1755,"Serbia",9.65225
"451",1755,"Slovakia",7.07241666666667
"452",1755,"Slovenia",9.1855
"453",1755,"Spain",13.3446666666667
"454",1755,"Sweden",1.9205
"455",1755,"Switzerland",6.3995
"456",1755,"Tunisia",19.7645833333333
"457",1755,"Ukraine",7.47825
"458",1755,"United Kingdom",8.05483333333333
"459",1755,"United Kingdom (Europe)",8.19658333333333
"460",1756,"Åland",5.1605
"461",1756,"Albania",13.0259166666667
"462",1756,"Andorra",11.0978333333333
"463",1756,"Austria",6.46358333333333
"464",1756,"Belarus",6.29741666666667
"465",1756,"Belgium",9.398
"466",1756,"Bosnia And Herzegovina",10.77
"467",1756,"Bulgaria",11.01225
"468",1756,"Croatia",11.6509166666667
"469",1756,"Czech Republic",8.07966666666667
"470",1756,"Denmark (Europe)",8.00266666666667
"471",1756,"Estonia",5.03808333333333
"472",1756,"Europe",8.06125
"473",1756,"Faroe Islands",6.77783333333333
"474",1756,"Finland",1.42458333333333
"475",1756,"France",12.711
"476",1756,"France (Europe)",10.22725
"477",1756,"Germany",8.40875
"478",1756,"Greece",15.2566666666667
"479",1756,"Guernsey",10.8316666666667
"480",1756,"Hungary",10.1645
"481",1756,"Iceland",1.73833333333333
"482",1756,"Ireland",9.50141666666667
"483",1756,"Isle Of Man",9.39425
"484",1756,"Italy",12.84875
"485",1756,"Jersey",10.8316666666667
"486",1756,"Latvia",5.59683333333333
"487",1756,"Liechtenstein",4.63825
"488",1756,"Lithuania",6.26308333333333
"489",1756,"Luxembourg",9.05291666666667
"490",1756,"Macedonia",10.8294166666667
"491",1756,"Malta",18.7945833333333
"492",1756,"Moldova",9.51141666666667
"493",1756,"Monaco",8.863
"494",1756,"Montenegro",10.6160833333333
"495",1756,"Netherlands",9.56866666666667
"496",1756,"Netherlands (Europe)",9.16658333333333
"497",1756,"Norway",0.19475
"498",1756,"Poland",7.97641666666667
"499",1756,"Portugal",14.8343333333333
"500",1756,"Romania",9.29583333333333
"501",1756,"Saint Pierre And Miquelon",5.32155555555556
"502",1756,"San Marino",13.9949166666667
"503",1756,"Serbia",10.4285
"504",1756,"Slovakia",8.01266666666667
"505",1756,"Slovenia",9.90658333333333
"506",1756,"Spain",13.6756666666667
"507",1756,"Sweden",2.393
"508",1756,"Switzerland",6.78933333333333
"509",1756,"Tunisia",20.2290833333333
"510",1756,"Ukraine",8.2355
"511",1756,"United Kingdom",8.53608333333333
"512",1756,"United Kingdom (Europe)",8.66958333333333
"513",1757,"Åland",5.41383333333333
"514",1757,"Albania",12.7303333333333
"515",1757,"Andorra",10.86825
"516",1757,"Austria",6.09716666666667
"517",1757,"Belarus",6.30166666666667
"518",1757,"Belgium",9.22141666666667
"519",1757,"Bosnia And Herzegovina",10.4390833333333
"520",1757,"Bulgaria",10.7598333333333
"521",1757,"Croatia",11.30675
"522",1757,"Czech Republic",7.69675
"523",1757,"Denmark (Europe)",8.038
"524",1757,"Estonia",5.27133333333333
"525",1757,"Europe",7.95733333333333
"526",1757,"Faroe Islands",6.86583333333333
"527",1757,"Finland",1.70183333333333
"528",1757,"France",12.5215833333333
"529",1757,"France (Europe)",10.0155833333333
"530",1757,"Germany",8.10858333333333
"531",1757,"Greece",14.9986666666667
"532",1757,"Guernsey",10.70175
"533",1757,"Hungary",9.84108333333333
"534",1757,"Iceland",1.77383333333333
"535",1757,"Ireland",9.46283333333333
"536",1757,"Isle Of Man",9.36491666666667
"537",1757,"Italy",12.5325833333333
"538",1757,"Jersey",10.70175
"539",1757,"Latvia",5.74133333333333
"540",1757,"Liechtenstein",4.29591666666667
"541",1757,"Lithuania",6.30183333333333
"542",1757,"Luxembourg",8.84275
"543",1757,"Macedonia",10.5431666666667
"544",1757,"Malta",18.5369166666667
"545",1757,"Moldova",9.33491666666667
"546",1757,"Monaco",8.57608333333333
"547",1757,"Montenegro",10.3066666666667
"548",1757,"Netherlands",9.43625
"549",1757,"Netherlands (Europe)",9.03266666666667
"550",1757,"Norway",0.38025
"551",1757,"Poland",7.746
"552",1757,"Portugal",14.7103333333333
"553",1757,"Romania",9.05058333333333
"554",1757,"Saint Pierre And Miquelon",3.75681818181818
"555",1757,"San Marino",13.6488333333333
"556",1757,"Serbia",10.1244166666667
"557",1757,"Slovakia",7.69475
"558",1757,"Slovenia",9.54933333333333
"559",1757,"Spain",13.51175
"560",1757,"Sweden",2.62816666666667
"561",1757,"Switzerland",6.48158333333333
"562",1757,"Tunisia",20.0174166666667
"563",1757,"Ukraine",8.129
"564",1757,"United Kingdom",8.50158333333333
"565",1757,"United Kingdom (Europe)",8.63833333333333
"566",1758,"Åland",4.07483333333333
"567",1758,"Albania",11.4443333333333
"568",1758,"Andorra",10.1446666666667
"569",1758,"Austria",5.36341666666667
"570",1758,"Bahamas",24.6504444444444
"571",1758,"Belarus",4.34366666666667
"572",1758,"Belgium",8.91433333333333
"573",1758,"Bosnia And Herzegovina",9.39533333333333
"574",1758,"Bulgaria",9.19908333333333
"575",1758,"Croatia",10.3803333333333
"576",1758,"Czech Republic",6.79841666666667
"577",1758,"Denmark (Europe)",7.11558333333333
"578",1758,"Estonia",3.23958333333333
"579",1758,"Europe",6.69083333333333
"580",1758,"Faroe Islands",5.58391666666667
"581",1758,"Finland",-0.338083333333333
"582",1758,"France",11.7373333333333
"583",1758,"France (Europe)",9.486
"584",1758,"Germany",7.49608333333333
"585",1758,"Greece",13.49125
"586",1758,"Guernsey",10.0683333333333
"587",1758,"Hungary",8.68816666666667
"588",1758,"Iceland",0.150666666666667
"589",1758,"Ireland",8.50691666666667
"590",1758,"Isle Of Man",8.60758333333333
"591",1758,"Italy",11.7921666666667
"592",1758,"Jersey",10.0683333333333
"593",1758,"Latvia",3.84408333333333
"594",1758,"Liechtenstein",3.82775
"595",1758,"Lithuania",4.55066666666667
"596",1758,"Luxembourg",8.512
"597",1758,"Macedonia",9.176
"598",1758,"Malta",17.2761666666667
"599",1758,"Moldova",7.55133333333333
"600",1758,"Monaco",8.151
"601",1758,"Montenegro",9.09675
"602",1758,"Netherlands",9.08391666666667
"603",1758,"Netherlands (Europe)",8.71683333333333
"604",1758,"Norway",-1.1045
"605",1758,"Poland",6.42908333333333
"606",1758,"Portugal",13.3563333333333
"607",1758,"Romania",7.50683333333333
"608",1758,"Saint Pierre And Miquelon",2.85958333333333
"609",1758,"San Marino",12.9400833333333
"610",1758,"Serbia",8.85741666666667
"611",1758,"Slovakia",6.5085
"612",1758,"Slovenia",8.76641666666667
"613",1758,"Spain",12.3889166666667
"614",1758,"Sweden",1.20475
"615",1758,"Switzerland",6.09708333333333
"616",1758,"Tunisia",18.6853333333333
"617",1758,"Ukraine",6.181
"618",1758,"United Kingdom",7.69816666666667
"619",1758,"United Kingdom (Europe)",7.915
"620",1759,"Åland",5.45208333333333
"621",1759,"Albania",12.4929166666667
"622",1759,"Andorra",11.29975
"623",1759,"Austria",6.36383333333333
"624",1759,"Bahamas",24.5444166666667
"625",1759,"Belarus",5.53625
"626",1759,"Belgium",9.86375
"627",1759,"Bosnia And Herzegovina",10.438
"628",1759,"Bulgaria",10.2404166666667
"629",1759,"Croatia",11.4184166666667
"630",1759,"Czech Republic",7.721
"631",1759,"Denmark (Europe)",8.20991666666667
"632",1759,"Estonia",4.6355
"633",1759,"Europe",7.79833333333333
"634",1759,"Faroe Islands",6.6355
"635",1759,"Finland",1.0075
"636",1759,"France",12.8395
"637",1759,"France (Europe)",10.60125
"638",1759,"Germany",8.41275
"639",1759,"Greece",14.5348333333333
"640",1759,"Guernsey",11.1004166666667
"641",1759,"Hungary",9.70275
"642",1759,"Iceland",1.19025
"643",1759,"Ireland",9.49833333333333
"644",1759,"Isle Of Man",9.58308333333333
"645",1759,"Italy",12.8981666666667
"646",1759,"Jersey",11.1004166666667
"647",1759,"Latvia",5.17183333333333
"648",1759,"Liechtenstein",4.88883333333333
"649",1759,"Lithuania",5.80016666666667
"650",1759,"Luxembourg",9.49991666666667
"651",1759,"Macedonia",10.2195833333333
"652",1759,"Malta",18.3628333333333
"653",1759,"Moldova",8.62158333333333
"654",1759,"Monaco",9.33225
"655",1759,"Montenegro",10.1410833333333
"656",1759,"Netherlands",9.95958333333333
"657",1759,"Netherlands (Europe)",9.58908333333333
"658",1759,"Norway",0.0870833333333332
"659",1759,"Poland",7.46658333333333
"660",1759,"Portugal",14.4525833333333
"661",1759,"Romania",8.55258333333333
"662",1759,"Saint Pierre And Miquelon",3.74416666666667
"663",1759,"San Marino",14.01875
"664",1759,"Serbia",9.89366666666667
"665",1759,"Slovakia",7.509
"666",1759,"Slovenia",9.80275
"667",1759,"Spain",13.504
"668",1759,"Sweden",2.47166666666667
"669",1759,"Switzerland",7.24741666666667
"670",1759,"Tunisia",19.7935
"671",1759,"Ukraine",7.28083333333333
"672",1759,"United Kingdom",8.68208333333333
"673",1759,"United Kingdom (Europe)",8.89516666666667
"674",1760,"Åland",4.322
"675",1760,"Albania",12.155
"676",1760,"Andorra",11.0824166666667
"677",1760,"Austria",6.3795
"678",1760,"Bahamas",19.251
"679",1760,"Belarus",4.7515
"680",1760,"Belgium",9.65241666666667
"681",1760,"Bosnia And Herzegovina",10.2335833333333
"682",1760,"Bulgaria",9.8045
"683",1760,"Croatia",11.2765
"684",1760,"Czech Republic",7.6905
"685",1760,"Denmark (Europe)",7.6605
"686",1760,"Estonia",3.45058333333333
"687",1760,"Europe",7.26341666666667
"688",1760,"Faroe Islands",5.72208333333333
"689",1760,"Finland",-0.2865
"690",1760,"France",12.5931666666667
"691",1760,"France (Europe)",10.47125
"692",1760,"Germany",8.38016666666667
"693",1760,"Greece",14.0864166666667
"694",1760,"Guernsey",10.7183333333333
"695",1760,"Hungary",9.49708333333333
"696",1760,"Iceland",0.26025
"697",1760,"Ireland",8.82891666666667
"698",1760,"Isle Of Man",8.92566666666667
"699",1760,"Italy",12.7324166666667
"700",1760,"Jersey",10.7183333333333
"701",1760,"Latvia",4.17366666666667
"702",1760,"Liechtenstein",5.0215
"703",1760,"Lithuania",4.9965
"704",1760,"Luxembourg",9.43883333333333
"705",1760,"Macedonia",9.86008333333333
"706",1760,"Malta",17.94425
"707",1760,"Moldova",8.07333333333333
"708",1760,"Monaco",9.22408333333333
"709",1760,"Montenegro",9.85308333333333
"710",1760,"Netherlands",9.514
"711",1760,"Netherlands (Europe)",9.151
"712",1760,"Norway",-0.92975
"713",1760,"Poland",7.11366666666667
"714",1760,"Portugal",13.899
"715",1760,"Romania",8.13691666666667
"716",1760,"Saint Pierre And Miquelon",2.31763636363636
"717",1760,"San Marino",13.9026666666667
"718",1760,"Serbia",9.60241666666667
"719",1760,"Slovakia",7.29766666666667
"720",1760,"Slovenia",9.73508333333333
"721",1760,"Spain",13.0711666666667
